DateRecorded_Day,DateRecorded_Month,DateRecorded_Year,DepartureTime_Hour,GroundTransportationTo_fromAirport,ParkingFacilities,ParkingFacilities_valueForMoney_,AvailabilityOfBaggageCarts,EfficiencyOfCheck_inStaff,Check_inWaitTime,CourtesyOfOfCheck_inStaff,WaitTimeAtPassportInspection,CourtesyOfInspectionStaff,CourtesyOfSecurityStaff,ThoroughnessOfSecurityInspection,WaitTimeOfSecurityInspection,FeelingOfSafetyAndSecurity,EaseOfFindingYourWayThroughTheAirport,FlightInformationScreens,WalkingDistanceInsideTerminal,EaseOfMakingConnections,CourtesyOfAirportStaff,Restaurants,Restaurants_valueForMoney_,AvailabilityOfBanks_ATM_moneyChanging,ShoppingFacilities,ShoppingFacilities_valueForMoney_,InternetAccess,Business_executiveLounges,AvailabilityOfWashrooms,CleanlinessOfWashrooms,ComfortOfWaiting_gateAreas,CleanlinessOfAirportTerminal,AmbienceOfAirport,ArrivalsPassportAndVisaInspection,SpeedOfBaggageDelivery,CustomsInspection,OverallSatisfaction,Selected,components,variance
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,No Yes,string,continuous
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,class,meta,meta
-0.011834795115744074,0.02583925774367636,-0.006718048537825483,0.04712954033262817,-0.07419158059174374,-0.08489443206545548,-0.08552467260262064,-0.12797671646560183,-0.2341787566647701,-0.23641717433786302,-0.2388758638449793,-0.18818190681365504,-0.19627665829605914,-0.2522023443692699,-0.2696450376703307,-0.26420170561124634,-0.26177610172402177,-0.18331581078526057,-0.14187934965717527,-0.18476344679627088,0.03152253440579021,-0.18161342169611064,-0.1394439215540913,-0.14389924560171505,-0.10838714242851985,-0.13437839979179728,-0.14107586879265702,-0.09824779791899577,-0.08956171217573426,-0.17725961346693178,-0.17451948083302954,-0.2123325802696564,-0.20771884200061852,-0.2165960886941889,-0.023734424568305403,-0.09024910404693123,-0.07837248293953723,-0.05375787489772796,Yes,PC1,0.15814081479523437
-0.12318795388885666,0.11803785646184017,-0.22057100115599104,0.055264543899866236,0.05273279040497625,0.09702909453870245,0.09086881166831204,0.1734332301105618,-0.13170451093041124,-0.13005606399581465,-0.11666412220623418,-0.12677840219916137,-0.12290859844814299,-0.13543957730821543,-0.1532003591623841,-0.17297390157214954,-0.14355789840149516,-0.025983375557822513,0.049160715109768084,-0.013015734605102674,0.09898745162505558,0.08091670261433358,0.21437915827895654,0.22500065167306388,0.24851571647249082,0.2537160977723341,0.27197222077542416,0.14864007774835938,0.22112194309780042,0.10628305392649653,0.11265907450061052,0.06062451896732422,0.019258968660422517,0.03552142359751851,0.29871130881537444,-0.204412608117673,0.24818054197493547,-0.2967785977853807,No,PC2,0.09103314899623209
0.11847203481037809,-0.13681185718187483,0.25416820671522633,-0.04454541758688926,0.00979787581221464,0.07628238001141685,0.08292813384372988,0.12449383893238708,-0.11445184808069825,-0.11891366456651678,-0.11704778695089053,-0.06326196748570592,-0.0763836140363457,-0.11623565627187268,-0.13561683256356735,-0.129079988464405,-0.12169813225330693,-0.030508568512890067,0.04298384080493643,0.000739782736263685,0.19269844417389614,0.03834200768186484,0.1565879568146389,0.1597308372486553,0.16391873248578429,0.16220242388963738,0.17101579257787403,0.10522116243550458,0.15456041189976288,0.09352217351072051,0.0997814764982833,0.0372249591373238,0.008254196158531983,0.018720165489656198,-0.4156775629654628,0.32941016051747674,-0.27365325933794826,0.4156030960664892,No,PC3,0.08129950506987216
0.02961416818522821,0.02370422760079556,0.027244894837166946,-0.06144147904595765,0.2033846930942306,0.2554443464404628,0.25376738293041834,0.21848150555360368,0.17792140737102724,0.19271944979643535,0.18582666400308223,0.14745431956609978,0.14112930138170518,0.029640796429782033,0.030250246419587668,0.03300966591642808,-0.0016145436603897736,-0.23693096154717572,-0.19774305847359752,-0.2486706841937233,-0.15929420706292932,-0.017422455432949818,-0.019642293981590633,-0.008287688440344393,0.1700668330379516,0.11818728741722379,0.13208071874273852,0.025577577313504015,0.17084814733383757,-0.2367103023915362,-0.24073163699949116,-0.26347204421816645,-0.2972705431355603,-0.26746448744332324,-0.05574778876006005,0.058574085228340365,0.06293168398743093,-0.014996761902431766,No,PC4,0.07003500620274894
0.01371047482278922,-0.02133203503229383,0.016414552142039053,-0.11777076787151748,0.22800071187296173,0.5469243937792075,0.5526768489122852,0.043815805177176176,-0.19494039866491053,-0.1918493834807595,-0.20023518565955628,-0.0017818896527410227,-0.011872036476158698,0.00892369850178576,0.015921361400921763,0.016506324422928972,0.01630864826446389,0.12750462192489007,0.09972049602435369,0.10055264947187482,-0.1221967774578945,-0.07859369398322757,-0.0751060480052101,-0.08304305356609246,-0.10451117998014853,-0.21978357259875556,-0.2094710806386546,-0.05496016405421118,-0.06539982263638489,0.06406651388520493,0.044646263238501294,0.05560949837720976,0.10315425930418143,0.07665999549984757,0.03370868013860026,-0.0507606380001443,-0.026945970104575112,-0.017580653607237602,No,PC5,0.049440677956947454
-0.056563263126726084,-0.010887345253269703,0.01137597370196683,-0.023772256596372072,0.02346673300975305,0.12760812248613343,0.1183095719959375,0.023454143431151597,0.38708018018180623,0.3960832737897236,0.4039743359865936,-0.3117367259124457,-0.3096860701135524,-0.22753646244751646,-0.21646914611315907,-0.18715708815760979,-0.1961276958538302,-0.024452086419480924,-0.01808740135309106,-0.018928469445459097,0.023308674958970876,0.011566707784964554,0.02120744738873584,0.0034291763172839412,-0.1085320138040805,-0.1367106956223617,-0.14648691641428918,-0.031145681979232433,-0.10097105274966253,0.14989050386706745,0.1698459724193462,0.08657353332140666,0.049472276099708036,0.0370762082737203,0.00417949423520933,0.03372554272321181,0.01075417885581159,0.008341469029518739,No,PC6,0.04605776586119441
-0.005907008562023948,-0.055609332514014134,0.0007351349376924325,0.03119079432395782,-0.02264323999772887,-0.020874379569293465,-0.021083230166720996,0.10430115086345508,-0.01654583727774512,-0.002360280253580196,0.0005617514440120208,0.25982374646367745,0.2656743530867609,-0.08546853838957152,-0.08968272653533108,-0.09562405699293319,-0.12498757694289082,-0.1769533828587028,-0.1846999048749697,-0.17393077451771524,0.02830310314537337,-0.1528357652152363,-0.437682487524238,-0.424754472216863,0.0835062305916792,0.06827736324590641,0.04976503029277561,0.06524944796190366,0.11505454514597675,0.3299420499175894,0.3339261013968369,0.21254414084593168,0.0939970097909936,0.04646536948677667,0.020367308312428875,0.020577155243806437,0.06554680728463701,-0.006571432799427707,No,PC7,0.037757929883347044
0.009658636282749905,0.018713054281602807,-0.06088269511792601,0.04466802619907668,-0.03137599163847133,-0.0011078840752563619,0.006641388584911041,-0.034400432141040646,-0.03016054899306906,-0.03106377060807275,-0.018956638181146825,0.35228989872996525,0.35062705035199365,-0.07503487619734539,-0.10073745463971383,-0.05979477607840552,-0.09485759250696249,-0.1947958752140726,-0.1810718705131023,-0.19161782214782494,0.020070732839132126,0.1321555008954339,0.421326747938906,0.39465993866826293,-0.19349612222287682,-0.2414302983250013,-0.22625936183898124,-0.11397386311639279,-0.1347731012361025,0.18226520883525804,0.18622319308727248,0.029748851490880628,-0.05666336964934906,-0.06839198256701046,-0.0031863343891777203,0.0054039453588452,0.0227740212424673,-0.01051154659000952,No,PC8,0.035682419312744136
